ongress,number,bill_type,is_alive,current_status,committees, cosponsors, current_status_date, current_status_description, introduced_date, sponsor, sponsor_role,title_without_number
108,2163,senate_bill,False,referred,,,2004-03-04,"This bill was introduced on March 4, 2004, in a previous session of Congress, but was not enacted.",2004-03-04,{},{},Small Employers Health Benefits Program Act of 2004
111,3149,house_bill,False,referred,,,2009-07-09,"This bill was introduced on July 9, 2009, in a previous session of Congress, but was not enacted.",2009-07-09,{},{},Equal Employment for All Act
106,3444,house_bill,False,referred,,,1999-11-18,"This bill was introduced on November 18, 1999, in a previous session of Congress, but was not enacted.",1999-11-18,{},{},States’ Rights and Second and Tenth Amendment Restoration Act of 1999
112,2629,house_bill,False,referred,,,2011-07-22,"This bill was introduced on July 22, 2011, in a previous session of Congress, but was not enacted.",2011-07-22,{},{},Next Generation 9-1-1 Advancement Act of 2011
111,440,house_resolution,False,referred,,,2009-05-14,"This resolution was introduced on May 14, 2009, in a previous session of Congress, but was not enacted.",2009-05-14,{},{},Amending the Rules of the House of Representatives to strengthen the public disclosure of all earmark requests.
112,929,house_bill,False,referred,,,2011-03-03,"This bill was introduced on March 3, 2011, in a previous session of Congress, but was not enacted.",2011-03-03,{},{},Transportation Job Corps Act of 2011
110,162,house_bill,False,reported,,,2007-03-07,"This bill was introduced on March 7, 2007, in a previous session of Congress, but was not enacted.",2007-01-04,{},{},Jean Lafitte National Historical Park and Preserve Boundary Adjustment Act of 2007
110,160,house_bill,False,pass_over_house,,,2008-09-24,"This bill was introduced in a previous session of Congress and was passed by the House on September 24, 2008 but was never passed by the Senate.",2007-01-04,{},{},Revolutionary War and War of 1812 Battlefield Protection Act
112,923,house_bill,False,referred,,,2011-03-03,"This bill was introduced on March 3, 2011, in a previous session of Congress, but was not enacted.",2011-03-03,{},{},Veterans Pensions Protection Act of 2011
110,3101,senate_bill,False,reported,,,2008-06-09,"This bill was introduced on June 9, 2008, in a previous session of Congress, but was not enacted.",2008-06-06,{},{},Medicare Improvements for Patients and Providers Act of 2008
110,169,house_bill,False,referred,,,2007-01-04,"This bill was introduced on January 4, 2007, in a previous session of Congress, but was not enacted.",2007-01-04,{},{},Balancing Trade Act of 2007
112,926,house_bill,False,referred,,,2011-03-03,"This bill was introduced on March 3, 2011, in a previous session of Congress, but was not enacted.",2011-03-03,{},{},Fallen Heroes Flag Act of 2011
109,1646,house_bill,False,referred,,,2005-04-14,"This bill was introduced on April 14, 2005, in a previous session of Congress, but was not enacted.",2005-04-14,{},{},HERO Act
109,896,house_bill,False,referred,,,2005-02-17,"This bill was introduced on February 17, 2005, in a previous session of Congress, but was not enacted.",2005-02-17,{},{},Calling for 2-1-1 Act of 2005
109,891,house_bill,False,referred,,,2005-02-17,"This bill was introduced on February 17, 2005, in a previous session of Congress, but was not enacted.",2005-02-17,{},{},"To provide for the award of a gold medal on behalf of the Congress to Tiger Woods, in recognition of his service to the Nation in promoting excellence and good sportsmanship, and in breaking barriers with grace and dignity by showing that golf is a sport for all people."
109,893,house_bill,False,referred,,,2005-02-17,"This bill was introduced on February 17, 2005, in a previous session of Congress, but was not enacted.",2005-02-17,{},{},Wartime Parity and Justice Act of 2005
109,1647,house_bill,False,referred,,,2005-04-14,"This bill was introduced on April 14, 2005, in a previous session of Congress, but was not enacted.",2005-04-14,{},{},Election Weekend Act
106,809,house_bill,False,pass_over_house,,,2000-06-27,"This bill was introduced in a previous session of Congress and was passed by the House on June 27, 2000 but was never passed by the Senate.",1999-02-23,{},{},Federal Protective Service Reform Act of 2000
112,54,house_bill,False,referred,,,2011-01-05,"This bill was introduced on January 5, 2011, in a previous session of Congress, but was not enacted.",2011-01-05,{},{},Stand by your Oil Pollution Act
111,3412,house_bill,False,referred,,,2009-07-30,"This bill was introduced on July 30, 2009, in a previous session of Congress, but was not enacted.",2009-07-30,{},{},Jerusalem Embassy and Recognition Act of 2009
111,2110,house_bill,False,referred,,,2009-04-27,"This bill was introduced on April 27, 2009, in a previous session of Congress, but was not enacted.",2009-04-27,{},{},Mobile Workforce State Income Tax Fairness and Simplification Act
111,2111,house_bill,False,referred,,,2009-04-27,"This bill was introduced on April 27, 2009, in a previous session of Congress, but was not enacted.",2009-04-27,{},{},Congressional Commission on Financial Accountability and Preparedness Act of 2009
110,1866,house_bill,False,referred,,,2007-04-17,"This bill was introduced on April 17, 2007, in a previous session of Congress, but was not enacted.",2007-04-17,{},{},Medicare Access to Rural Anesthesiology Act of 2007
110,1867,house_bill,False,pass_over_house,,,2007-05-02,"This bill was introduced in a previous session of Congress and was passed by the House on May 2, 2007 but was never passed by the Senate.",2007-04-17,{},{},National Science Foundation Authorization Act of 2007
110,1862,house_bill,False,referred,,,2007-04-16,"This bill was introduced on April 16, 2007, in a previous session of Congress, but was not enacted.",2007-04-16,{},{},Expand and Rebuild America’s Schools Act of 2007
111,4502,house_bill,False,referred,,,2010-01-26,"This bill was introduced on January 26, 2010, in a previous session of Congress, but was not enacted.",2010-01-26,{},{},Nanotechnology Education Act
110,1868,house_bill,False,pass_over_house,,,2007-05-03,"This bill was introduced in a previous session of Congress and was passed by the House on May 3, 2007 but was never passed by the Senate.",2007-04-17,{},{},Technology Innovation and Manufacturing Stimulation Act of 2007
110,1869,house_bill,False,referred,,,2007-04-17,"This bill was introduced on April 17, 2007, in a previous session of Congress, but was not enacted.",2007-04-17,{},{},Communities First Act
109,453,house_concurrent_resolution,False,referred,,,2006-07-25,"This resolution was introduced on July 25, 2006, in a previous session of Congress, but was not enacted.",2006-07-25,{},{},Expressing the sense of Congress regarding the need for the United States to address global climate change through the negotiation of fair and effective international commitments.
111,3329,house_bill,False,referred,,,2009-07-24,"This bill was introduced on July 24, 2009, in a previous session of Congress, but was not enacted.",2009-07-24,{},{},Look-back Elimination Act of 2009
111,3197,house_bill,False,referred,,,2009-07-14,"This bill was introduced on July 14, 2009, in a previous session of Congress, but was not enacted.",2009-07-14,{},{},Kids With Healthy Hearts Act of 2009
112,1754,house_bill,False,referred,,,2011-05-05,"This bill was introduced on May 5, 2011, in a previous session of Congress, but was not enacted.",2011-05-05,{},{},Preserving Equal Access to Mortgage Finance Programs Act
111,3446,house_bill,False,referred,,,2009-07-31,"This bill was introduced on July 31, 2009, in a previous session of Congress, but was not enacted.",2009-07-31,{},{},Clean Low-Emission Authorization Nationwide (CLEAN) Ports Act of 2009
111,3441,house_bill,False,referred,,,2009-07-31,"This bill was introduced on July 31, 2009, in a previous session of Congress, but was not enacted.",2009-07-31,{},{},"To provide for automatic enrollment of veterans returning from combat zones into the VA medical system, and for other purposes."
111,3191,house_bill,False,referred,,,2009-07-13,"This bill was introduced on July 13, 2009, in a previous session of Congress, but was not enacted.",2009-07-13,{},{},Positive Aging Act of 2009
111,3442,house_bill,False,referred,,,2009-07-31,"This bill was introduced on July 31, 2009, in a previous session of Congress, but was not enacted.",2009-07-31,{},{},To amend the Balanced Budget and Emergency Deficit Control Act of 1985 to establish discretionary spending caps for each of fiscal years 2011 through 2013.
112,692,house_bill,False,referred,,,2011-02-14,"This bill was introduced on February 14, 2011, in a previous session of Congress, but was not enacted.",2011-02-14,{},{},Nuclear Family Priority Act
112,694,house_bill,False,referred,,,2011-02-14,"This bill was introduced on February 14, 2011, in a previous session of Congress, but was not enacted.",2011-02-14,{},{},Teacher Tax Deduction Act of 2011
110,6482,house_bill,False,referred,,,2008-07-14,"This bill was introduced on July 14, 2008, in a previous session of Congress, but was not enacted.",2008-07-14,{},{},To direct the Securities and Exchange Commission to establish both a process by which asset-backed instruments can be deemed eligible for NRSRO ratings and an initial list of such eligible asset-backed instruments.
110,6486,house_bill,False,referred,,,2008-07-14,"This bill was introduced on July 14, 2008, in a previous session of Congress, but was not enacted.",2008-07-14,{},{},Drug Testing Integrity Act of 2008
110,6485,house_bill,False,referred,,,2008-07-14,"This bill was introduced on July 14, 2008, in a previous session of Congress, but was not enacted.",2008-07-14,{},{},Timely Due Process for the Disabled Act of 2008
111,1978,house_bill,False,referred,,,2009-04-02,"This bill was introduced on April 2, 2009, in a previous session of Congress, but was not enacted.",2009-04-02,{},{},Family Abduction Prevention Act of 2009
111,1977,house_bill,False,referred,,,2009-04-02,"This bill was introduced on April 2, 2009, in a previous session of Congress, but was not enacted.",2009-04-02,{},{},Drywall Safety Act of 2009
111,1974,house_bill,False,referred,,,2009-04-02,"This bill was introduced on April 2, 2009, in a previous session of Congress, but was not enacted.",2009-04-02,{},{},Motorsports Fairness and Permanency Act of 2009
